what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417518443264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417518443527
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417518445821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417518446511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417518447341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417518449119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417518449950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417518450314
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417518454819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417518460222
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417518460655
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417518461493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417518463846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417518464250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417518465375
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1417518468448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1417518469140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417518476344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417518477169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417518478513
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417518481440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417518482770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417518489417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417518498149
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1417518498157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417518529271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417518970975
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1417518972366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417518990675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519492591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519519963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519521880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519522419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519549771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519960199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519967315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519970548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417519974123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417520003459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417520178873
no handler,command,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn",1417520179788
no handler,command,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn",1417520179788
no handler,command,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn",1417520179788
no handler,command,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn",1417520179788
no handler,command,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn",1417520179788
